726,"I need to look for\nsomething I can do to\nhelp around here, myself!","我也应该去找找看有没有\n对镇上有帮助的事情可做的……","",
729,"My daddy always talks about\nleaving Esteria. But why\nwould I leave, when I have\nso many good friends here?","爸爸总是说要离开这个国家。\n可是我一点也不想回去。\n我好不容易在这里交到了朋友……","",
730,"Ahhh... I think I'm gonna\ngo play with my friend\nnext door!","啊~我要去找邻居的小孩玩。","",
733,"My son and his wife live\nin Minea.","我儿子跟媳妇\n都住在米内亚镇。","",
734,"They keep asking me to go live with\nthem...but they must be joking! This\nis my home. I could never leave\nhere, no matter what the danger!","他们要我搬过去一起住……\n开什么玩笑，\n我是绝对不会离开这里的。","",
735,"At my age, I've no intention of\nfinding a new home.","都这把年纪了，我是不可能\n离开这住惯了的老家的。","",
736,"I was born and raised here.","我可是在这里出生长大的呀。","",
737,"I hope my son and his wife\nare doing well in Minea.","我希望住在米内亚的\n儿子和媳妇一切安好……","",
738,"I would like to be able to sneak\naway to see my grandchild...but\ntraveling these monster-infested\nroads is far too dangerous!","我的孙子正值淘气的年纪，\n我担心如果我不在他身边……\n搞不好他会偷偷溜出镇去的。","",
739,"I'm sure my family's doing\nwell...but I still worry\nabout my dear grandchild.","希望他们都身体健康。\n……只是，\n我还是放心不下我那孙子。","",
741,"Slaff is working hard to keep\nthe town safe...but in the end,\nhe may just be kidding himself.","虽然斯拉夫经常在训练的，\n可是临时抱佛脚也没用啊……","",
742,"Rather than live in fear of a\nmonster attack, wouldn't it be\nbetter for everyone in Barbado\nto move to Minea?","与其生活在魔物入侵的恐惧中，\n不如干脆让所有巴尔巴多的人\n都搬到米内亚去不是更好吗？","",
743,"However hard we try, we're\nsimply no match for the monsters.\nIf they attack us, we're done for!","不管再怎么努力训练，\n终究是敌不过魔物的……","",
744,"You should try to talk some\nsense into that stubborn fool.\nWith mesmerizing hair like yours,\nmaybe he'd listen!","你也是这么认为的吧？","",
745,"You went to Minea? Are you daft?!\nThere are monsters everywhere!","听说你去过米内亚了？\n你……你不怕魔物吗？","",
746,"There was once a village near the\nmine, but I hear it was razed to\nthe ground by the monsters.","矿山附近的一个村子\n就是被魔物摧毁的……","",
747,"How is that you and Slaff can\nbe such brave men? Do you just\neat a lot of fiber, or what?!","不管是你，还是斯拉夫……\n为什么你们都能这么积极乐观呢？","",
750,"This is the town where I was\nborn and raised. It's my home!\nTo even consider leaving this\nplace...","这里是我出生长大的地方……\n要是可以，我并不想搬到其他地方去。","",
751,"But my child's safety is\nparamount. So perhaps\nMinea, with its city wall,\nreally is the place to be!","但是为了家里的孩子……\n或许住在有城墙的米内亚\n会比较安全吧？","",
752,"Our Danny certainly wants to go to\nMinea. He's already tried to make\nthe journey, in fact...with the\nneighbor's little girl in tow!","我儿子真是的，\n竟然想带邻居家的女孩\n到米内亚去。","",
753,"We always warn them how dangerous\nit is outside the town... Well,\nlet me tell you, they got what was\ncoming to them!","再三对他叮嘱过，\n镇外面很危险的……\n等他回来，我一定要好好训他一顿。","",
755,"Hey Mister, did you come\nfrom the mainland? Isn't\nthe Stormwall really neato?!","大哥哥你是从外面来的吗？\n岚之结界是不是很可怕呀？","",
758,"I hope it stays forever! If\nit ever goes away, the girl\nnext door will have to leave\nwith her family.","我希望结界不要消失。\n消失的话，邻居的女孩一家\n就要坐船回家乡去了。","",
759,"Three cheers for the Stormwall!\nIt's what got me my girlfriend!","……结界，\n希望它不要消失……","",
760,"These little critters are called\npikkards. They've been raised as\nlivestock here for generations.","这些家伙叫做比卡多。\n是自古以来这个国家的人所饲养的家畜。","",
762,"Their meat is absolutely delicious,\nbut they're real easy prey for\nmonsters. So we raise 'em here,\nwhere nothing can hurt 'em but us!","肉质细腻美味。\n它们也会成为魔物的猎物，\n所以就这样圈养在镇里面了。","",
765,"Since the ships are all grounded,\nthere's no work to be had at the\nharbor anymore.","自从船只不能通航以后，\n港口的工作就全部没了。","",
767,"I'd been hoping to branch out\ninto the silver trade...but\nthat didn't exactly work out\neither. Bad luck, all around!","之前我们都是靠银的交易在过活的，\n偏偏在打算扩大营业的时候……\n……太遗憾了。","",
768,"*sigh* Guess it's a fisherman's\nlife for me!","啊，到底该怎么办呢？\n……难道只能去做渔夫了吗？\n","",
770,"Watch out for the blue-headed\ndemons out in the field. Be\ncareless, and you'll be dead.","在草原要小心蓝脑袋的魔物。\n在还没有习惯战斗之前，\n是很难对它造成伤害的。","",
771,"You're only human, after all.\nIf you're not sure about your\nchances for survival...then\nrun away! Run like the wind!","留得青山在不怕没柴烧，\n见势不妙就别意气用事，赶快逃。","",
772,"Slaff should ease up a bit,\nand stop worrying. If things\nget hectic, everyone here can\nalways just move to Minea.","斯拉夫先生也真是的，\n何必那么紧张呢。\n情况不妙时，大家全都\n到米内亚去避难就好了嘛。","",
773,"I love this town...but would I die\nfor it? Hell no! Rastin's villagers\nmade that mistake, and I do NOT\nintend to end up like they did!","我对这地方很有感情的，不过……\n我可不想重蹈拉斯汀村的覆辙。","",
774,"Word on the street is that\nMinea's having a real problem\nwith thieves these days...","不过传闻说米内亚\n正饱受盗贼侵害……","",
775,"Thieves and monsters...\nImagine having to contend\nwith both at the same time!","魔物与盗贼……\n哪个都很麻烦呀……","",
777,"Things were great six months\nago. Huge trade ships were\ncoming in constantly, and\nBarbado was flourishing.","半年前还是那么美好的……\n大商船接二连三地开来，\n那时的巴尔巴多热闹极了。","",
778,"But these days, all we do is\nfish, fish, fish. I yearn for\nthe way things were...","如今却只是个普通的渔村了……\n真怀念那个时候啊。","",
779,"*sigh* I'm not sure this town can\nsurvive on fishing alone. It's only\nbeen six months, and we're already\nin a pretty bad way...","呼……\n短短半年就变回原来的渔村了……\n总觉得好空虚啊。","",
780,"I wonder what caused the\nStormwall... If we knew\nthat, we might be able to\nget rid of it!","岚之结界形成的原因是什么呢？\n要是我们能够搞清楚，\n我想这个国家就能恢复原样了吧。","",
782,"Six months ago, monsters started\nshowing up on the north road.","大约半年前，北边的街道\n开始有魔物出没。","",
783,"As a result, I haven't seen\nmy friends in Minea for quite\nsome time. I wonder how they're\ndoing these days...","害得我好久都没法\n去见米内亚的朋友。\n不知道他们现在怎么样了……","",
784,"Minea's protected by city walls,\nso it's a safer place to be.","米内亚镇有坚固的城墙，\n我觉得比这里安全。","",
785,"On the other hand, I hear they\nhave some serious crime problems\nthere. Lots of thievery...","不过现在又有传言说，\n米内亚镇频遭盗贼骚扰……","",
786,"You know what? I trust our militia.\nThey look after us, Minea, and even\nZepik! They're good people.","还是自卫队比较可靠。\n他们会护送民众到\n米内亚或塞皮克村去。","",
787,"But we can't just take them for\ngranted. I mean, you just never\nknow, right?","但也不能开口就要他们帮忙的。\n那样做不大好，对吧？","",
788,"But just between you and me...\nI feel like the men here tend to\nperpetuate violence just to satisfy\ntheir own sense of machismo!","这话我只和你说哦……\n你不觉得看到男人\n为你冒着生命危险……","",
789,"Though, I dunno, I actually...kinda\nlike that! Big, strong, supple men\nfighting to keep me from harm...\nIt's really pretty sexy!","内心会有点喜不自禁吗？","",
793,"Well, now, who might you be?","哦，你看起来挺面生的……","",
794,"I see, so you're the young man that\nDr. Bludo has been looking after...\nYou must've been through a lot!","是吗，原来你就是被送去\n布卢多医生那里的年轻人啊……\n听说你是遭遇了海难。","",
796,"But you're looking very well.\nThat's Bludo for you!","不过，你看起来挺有精神的样子嘛，\n这应该是多亏有布卢多医生的治疗吧。","",
797,"There's a fortuneteller who\nlives in #02Minea#00, to the north.\nShe predicted the Stormwall,\nthe monsters...everything!","北方#02米内亚镇#00的占卜师，\n对于岚之结界与魔物的出现，\n好像做过很多预言的样子……","",
798,"If there's something you need to\nknow, you should go visit her.\nShe'll answer every question you\ncould possibly have!","如果你有什么事情想要知道的，\n去拜访下那位占卜师，怎么样？","",
799,"...Once you're feeling up to it,\nthat is. Don't want your wounds\nreopening, after all!","不过，那是等你的身体\n恢复过来后再说的事情了。","",
800,"In the ruins past Zepik Village,\nthere's a row of statues depicting\na winged goddess. Their beauty is\nlike nothing else I've ever seen.","塞皮克村前面的神殿遗迹里，\n排列着数个背上长翅膀的女神像。\n那美丽的样子，绝非世间所有。","",
801,"Actually, though...that shrine is\nawfully cramped inside, considering\nhow big it looks from the outside.\nOr maybe I'm just misremembering!","但以神殿的规模来看，\n里面却出人意料的狭窄。\n不过这是很久以前的事，我也记不清了。","",
804,"I've been fishing here for\nas long as I can remember...","我从很久以前开始\n就在这靠捕渔为生了……","",
805,"Since the Stormwall appeared,\nmy catch has been consistently\nbigger than ever. I believe one\nwould call that a mixed blessing!","岚之结界出现以后\n渔获反而变多了。\n还真是讽刺啊。","",
806,"It's totally wiped out our\ntrade, but hey, at least we're\nnot starving, right?","岚之结界导致\n大家生意都做不成了。\n不过幸好至少不用担心会饿死。","",
807,"Whichever way you look\nat it, Barbado always was\njust a fishing village.","不管世事如何变化，\n巴尔巴多这地方\n原本就只是个渔村而已。","",
808,"Is it really so bad to\nreturn to the old ways?","干脆就维持现状，\n回到过去的生活方式也不错？","",
810,"If only I were bigger...","我要是再长大一点就好了。","",
811,"I'd join the militia, and wipe\nout all the monsters with my\nawe-inspiring legendary blade!","这样我就能加入自卫队，\n帅气地拿着剑\n把那些魔物通通赶跑。","",
813,"Whenever we want to go to\nMinea and play, the woman\nnext door always stops us.","我想去米内亚玩，\n可是被邻居家的阿姨给阻止了。","",
814,"She says it's because the demons\nmight get us. I say, let 'em try!\nWe'll beat 'em black and blue!","说是担心会遇到魔物。\n好无聊哦……","",
817,"Before the Stormwall appeared,\nthis bar was always packed.","岚之结界出现前，\n我们酒馆的生意可是好的要命呢。","",
820,"I can handle being poor...\nI just really hate being\nbored all the time!","我觉得穷是无所谓的，只是……\n我讨厌这种死气沉沉的气氛。","",
821,"I can't just sit around. Maybe\nI should ask Slaff to let me\njoin the militia...","老是发呆也不是办法，\n我也去拜托斯拉夫先生，\n让我加入自卫队好了。","",
824,"But, yeah, that'd be about as\nuseful as punching a wall!","斯拉夫先生真是的~~！","",
826,"If I told him I wanted to join,\nhe'd be all like, 'The militia\nis NOT FOR KIDS!'","我说我想加入自卫队，\n他居然说『这里不收小孩』！","",
827,"But he seems nice...and\nI guess he's right.","平时他为人很好，值得信赖，\n偏偏就是这方面太死板了。","",
829,"By the way, how old are you?","对了，请问你几岁啊？","",
830,"Huh? You're seventeen? That's\nonly a year older than me!","咦……17岁？\n只比我大一岁嘛！","",
832,"Grrr... If he'll let you\nin, then why not me?!","呜，为什么你可以，\n我就不行呢！？","",
835,"Grrr... If he'll let you\nin, then why not me?!","呜，为什么你可以，\n我就不行呢！？","",
837,"My hometown is in a far-\noff northern land.","我的故乡在很远很远的北方。","",
838,"I wonder if my sister's\ndoing well. Been a long\ntime since I've seen her...","……家乡的姐姐，\n不知道过得还好吗。","",
839,"*Yawn* Nope, there's just\nnothing to do! Bored bored\nbored bored bored I am so\nvery bored!","啊~<1-！好闲啊。\n我快无聊死了！","",
846,"I am Reah, a poet and troubadour. My\npriceless #02Silver Harmonica#00 has been\nstolen, and I don't know what to do!","我是诗人蕾雅。\n我最珍爱的#02银口琴#00\n不知道被谁给夺走了……","",
847,"I value it nearly as much as my own\nlife...","没了那把口琴……我……\n我真的……不知道该怎么办了……","",
848,"Up until now, I've been traveling\nin search of that perfect melody.","为了追寻某个旋律……\n我一直旅行到现在。","",
849,"I play ancient songs lost to the\nsands of time, dug from the depths\nof Esteria's long-forgotten past.","那是艾斯塔里亚所失去的，\n来自久远往昔的……古老旋律。","",
850,"But, without my Silver Harmonica,\nI can play nary a single note...","为了演奏那个旋律……\n无论如何都需要用到银口琴。","",
851,"Swordsman, if you should learn any\nclues as to the whereabouts of my\nharmonica, would you please tell me?","剑士大人……\n如果你有听到银口琴的任何消息，\n能不能来告知我一声呢？","",
852,"Anything at all, be it rumor or fact...\nPlease...","再小的消息都没关系。\n……求你了……请你帮帮我。","",
853,"Anything at all, be it rumor or fact...\nPlease...","再小的消息都没关系。\n……求你了……请你帮帮我。","",
856,"Ah... You found my harmonica!","啊……\n你找到口琴了吗！？","",
857,"What's that? You say it was in the\nabandoned mine at Rastin? I see...\nIt's just as I'd thought...","咦……在废坑深处找到的？\n是这样啊……果然……","",
858,"At any rate, I extend my eternal\nthanks to you for its safe return.\nYou are a most kind individual.","不过能够找到真是太好了。\n真的……太感谢你了。","",
860,"May I inquire as to your name?","那个……剑士大人。\n恕我冒昧，请问能告诉我你的大名吗？","",
861,"Adol gave his name.","亚特鲁报出了自己的姓名。","",
862,"...Adol Christin, you say? What a\nwonderful ring that name has to it!","亚特鲁先生……我可以这样称呼你吗？\n……这真是个好名字啊。","",
863,"Thank you again, a thousand times,\nfor finding my harmonica, Sir\nChristin.","……亚特鲁先生。\n为了答谢你帮我找到口琴。","",
864,"Please, do me the honor of\nlistening to my song...","请让我为你吹奏……一首曲子。","",
866,"I am Reah, a poet and troubadour. My\npriceless #02Silver Harmonica#00 has been\nstolen, and I don't know what to do!","我是诗人蕾雅。\n我最珍爱的#02银口琴#00\n不知道被谁给夺走了……","",
867,"I value it nearly as much\nas my own life...","没了那把口琴……我……\n我真的……不知道该怎么办了……","",
869,"Ah... It-It's my harmonica...!\nIt's like a miracle to hold it\nin my hands once more!","啊……\n那是我的口琴……\n啊……怎么会有这么巧的事呢！？","",
871,"Thank you so much for finding it!","谢谢你帮我找回了口琴。","",
872,"Adol... By some chance, are you...","……亚特鲁先生。\n也许你就是……","",
873,"No, never mind. Forget I said\nanything, please.","不……没什么。\n请你不用在意……","",
875,"Bagyu Ba'dead... Any time I\nsee that horrible scar upon\nthe world, it breaks my heart.","巴丘・巴迪特……\n每次看到那触目惊心的大地伤痕，\n我都会感到心如刀割。","",
877,"Adol... Thank you so very much\nfor finding my harmonica.","亚特鲁先生。\n你帮我把找回了口琴，\n我真的……太感谢你了。","",
879,"That poem... It's something\nI wrote a long time ago.","那首诗是……\n很久以前我自己写的。","",
880,"Adol gave the piece\nof paper to Reah.","亚特鲁把纸递给了蕾雅。","",
882,"Thank you very much.","谢谢你专程拿来给我。","",
883,"Feena... The wheel of fate has\nbegun to turn once more.","啊……菲娜。\n命运的纺车开始转动了……","",
884,"Even if I alone were to awaken to\nmy destiny, I wish the dream could\nhave continued for you, forever...","本来想让你就这样一直活在梦境中……\n哪怕只有你一人……","",
885,"But sadly...we both have our roles\nto play, you and I...","可是，对不起……\n如今就连这点，我都做不到了……","",
892,"Oh, my, it's...you?!","啊……你是……！？","",
893,"You are not from Esteria, correct?","你不是艾斯塔里亚的人吧？","",
894,"Did you come here...by crossing the\nStormwall?","不会吧，你真的是穿越岚之结界……\n渡海来到艾斯塔里亚的吗？","",
895,"Goddesses...thank you...\nI've waited so long for this day...","女神啊……感谢你……\n我等这一天不知等了多久。","",
896,"You are the one whom I've\nbeen seeking.","你正是……我在寻找的人。","",
897,"Please, #02get your equipment in order#00,\nthen return here at once.","……我有事想请你帮忙。\n请把#02剑士的装备#00配备好之后，\n再来这里一趟好吗？","",
899,"I must beg a favor of you.","我有件事想拜托你。","",
900,"Please purchase and equip a #02sword,\narmor and shield#00, then return to\nthis house.","……麻烦你。\n把#02剑#00、#02铠甲#00和#02盾牌#00都备齐后，\n再来这里一趟。","",
905,"Swordsman... Thank you for returning.","剑士阁下……\n感谢你的莅临。","",
907,"Tell me, are you\nfamiliar with the\nBooks of Ys?","容我开门见山地问你，\n剑士阁下，请问你知道\n『伊苏之书』吗？","",
908,"Yes","知道","",
909,"No","不知道","",
910,"I'm glad I asked, then. I recently\nfound out that one of the Books of\nYs is in the mountaintop shrine.","……太好了，这下可以长话短说了。\n不瞒你说，我得到了一个启示，\n有一本『伊苏之书』沉眠在山上的神殿之中。","",
912,"Swordsman... Will you\nseek the Books?","所以，剑士阁下……\n想麻烦你去寻找下『伊苏之书』，\n不知道你是否愿意？","",
913,"Yes, I will","愿意","",
914,"Sorry, but no","不愿意","",
916,"You will? Ah, swordsman, you are\ntruly the man I've been seeking!\nThank you so very, very much!","你真的愿意吗！？\n剑士阁下……太感谢你了……","",
917,"Please, take this with you. It will\nshow you the way within the shrine.","请你收下这个东西。\n它会成为你在神殿中的路标。","",
923,"I see... I am disappointed. I had\nbelieved you to be the one I sought.","这样啊……真是太遗憾了。\n我还以为剑士阁下你，\n就是我在寻找的那个人。","",
924,"Ys was the name of an ancient\nkingdom that existed here ages\nago.","『伊苏』是很久以前……\n存在于此的古老王国的名字。","",
925,"The lost history of the land is\nwritten within the Books of Ys.","记录了那被人遗忘的历史的，\n正是『伊苏之书』。","",
926,"It is unknown, however, who\nactually inscribed their words.","没人知道那是出自何人之笔，\n也没人知道那是何时所写的。","",
927,"But the six books detail the reason\nfor Ys' fall from grace.","但是在分成六本的书籍中，\n据说记载了『伊苏』灭亡的原因。","",
928,"My crystal ball tells me that one\nof the Books is in the mountain\nshrine.","……这个水晶球显示，有一本『伊苏之书』\n就在山上的神殿里面。","",
930,"Swordsman...\nWill you search for\nthe Books of Ys?","……剑士阁下。\n你愿意去寻找\n『伊苏之书』了吗？","",
931,"First, please visit #02Jeba#00, in\nthe village of #02Zepik.","你可以先去找一下住在#02塞皮克村#00的\n名叫#02洁瓦#00的女性。","",
932,"She is my aunt. She knows a great\ndeal about the history of Ys. I am\ncertain she will be of aid to you.","她是我的姑妈，\n对神殿和伊苏的事都很了解。\n我想她一定能帮到你的。","",
934,"Zepik Village is to the northeast,\njust outside Minea. You'll pass\nthrough it on the way to the shrine.","塞皮克村位于\n米内亚北部草原的东北方向……\n就在前往山上神殿的道路途中。","",
936,"Oh, my, it's...you!?","啊……你是……！？","",
937,"You are not from Esteria, correct?","你不是艾斯塔里亚的人吧？","",
938,"Did you come here...by crossing the\nStormwall?","不会吧，你真的是穿越岚之结界……\n渡海来到艾斯塔里亚的吗？","",
939,"Goddesses...thank you...\nI've waited so long for this day...","女神啊……感谢你……\n我等这一天不知等了多久。","",
940,"You are the one whom I've\nbeen seeking.","你正是……我在寻找的人。","",
941,"Truthfully...I must beg a\nfavor of you, swordsman.","是这样的……剑士阁下，\n我有件事想拜托你。","",
945,"How fare thee, swordsman? Have you\nfound any of the Books of Ys?","你怎么了，剑士阁下？\n找到『伊苏之书』了吗？","",
946,"What's that? A girl imprisoned\nbeneath the mountain shrine?!","……你说什么？\n有个少女被囚禁在神殿的地下……","",
947,"It can't be...","莫非……","",
948,"Swordsman! Our time grows short!","剑士阁下……！\n事态已经到了分秒必争的时刻了。","",
950,"Please find the Book of Ys locked\nwithin that shrine. I'll explain\nmore afterwards.","请先去找到『伊苏之书』。\n详细的情况等以后再说。","",
951,"Swordsman! Our time grows short!","剑士阁下……！\n事态已经到了分秒必争的时刻了。","",
952,"Please find the Book of Ys locked\nwithin that shrine. I'll explain\nmore afterwards.","请先去找到『伊苏之书』。\n详细的情况等以后再说。","",
955,"You are Adol, are you not?\n...I'm afraid I have bad news.","你就是亚特鲁先生吧。\n……有一个不幸的消息要告诉你。","",
956,"Sara was murdered...though we know\nnot who is responsible. That poor\nwoman...","莎拉被不明人物给杀死了。\n真可怜啊……","",
957,"Please take this book. She\ngave it to me shortly before\nher death.","请你收下这本书。\n这是她死前托我转交给你的。","",
958,"She said to give it to a red-haired\nswordsman named Adol...and she\nsmiled as she spoke your name.","……她当时微笑着说，\n万一她出事了，就让我把这本书\n交给一个名叫亚特鲁的红发剑士。","",
960,"I thought she was joking. But then,\nI should've known better. She is a\nfortuneteller, after all!","那时候我以为她在开玩笑，\n忘了她的职业就是占卜师。\n我应该认真看待这件事的……","",
961,"Ah, yes... It seems that with her\nlast dying breath, she muttered,\n#02'Adol, abandoned mine at Rastin'#00...","对了……\n莎拉临死前最后说了一句话，\n好像是『#02去废坑#00』。","",
963,"As your name was spoken, I assumed\nyou would understand the message\nshe wished to convey.","如果是你的话，\n我想你应该能明白\n她最后那句话的意思……","",
964,"...What, you don't like\nolder women?","……你讨厌年长的女性吗？","",
967,"Oh-ho-ho. Something you need?","呵呵呵，有什么能为你服务的？","",
969," What will you do?","要做什么呢？","",
970,"Speak to shopkeeper","与店主交谈","",
971,"Buy","寻找物美价廉的好东西","",
972,"Sell","我想卖东西","",
973,"Leave","离开商店","",
975,"Hmm, red hair is rare around here.\nYou're not from around these parts,\nare you?","哇，这头红发很少见呢。\n你不是艾斯塔里亚的人吧？","",
976,"I'm from the mainland, myself. But I\ngot trapped on this lousy island by\nthe Stormwall.","我也是从大陆来的。\n因为岚之结界的关系，\n被困在了这个小国家里。","",
978,"I think I can cut you a good deal,\nsince you're a fellow foreigner.","看在同是外地人的份上，\n我可以算你便宜一点哦。","",
981,"Eh? So that Sapphire Ring belongs to\nDonis? Good thing I found it, then!","哦，那枚蓝宝石戒指\n是多尼斯的啊。\n能找回来真是太好了。","",
983,"It gives me a warm feeling to know\nI can help someone out, you know?","啊，帮助他人的感觉\n可真棒啊。","",
986,"You probably weren't aware, being\nan outsider and all, but this place\nhas been CRAWLING with thieves.","你是外地来的所以不知道，\n最近盗贼在米内亚猖獗得很。","",
987,"And thieves are no good for business\nat all. Even before the Stormwall, I\nhad run-ins with them!","这个交易所在结界出现之前，\n就已经遭受过他们的侵害了。","",
988,"Gold vases and silver armor...\nExpensive stuff, you know?","被偷走的尽是些黄金台座、银铠……\n这类值钱的东西。","",
989,"It's extremely annoying. I hope they\ncatch the bastards who took them and\nhang 'em out to dry!","想起来就让人恼火……\n那些家伙真应该赶快抓起来，\n全都送去吊死。","",
991,"So, a little bird tells me you've\nbeen to the old shrine. You find\nanything good there? I pay well...","听说你去过神殿了。\n有找到什么宝贝吗？\n我可以高价收购的哦。","",
992,"I briefly toured the place before,\nbut couldn't linger on account of\nthe monsters. It was truly a pity.","我早就看中那个神殿了，\n但是魔物太多，没法靠近那。\n你有没有弄到什么好东西呀？","",
996,"Ah yes... The fortuneteller.\nMurdered, I hear.","对了，听说那个占卜的女人被杀了。","",
997,"Didn't see her own death coming...\nProbably a con artist.","她连自己的死都算不出来，\n可见她的占卜根本就是假的。","",
998,"Just between the two of us, I\nalways suspected she might be in\nleague with the thieves.","……这事你可别说出去，\n听说啊，那女人跟盗贼是一伙的。\n说不定是因为起了内讧才被杀的。","",
1000,"Wow, not bad. I didn't think anyone\ncould poke around that old mine and\nlive to tell about it...","真看不出来你这家伙这么厉害。\n居然可以从废坑里活着回来……","",
1001,"Well, did you find anything good\ndown there? I'm always looking to\nbuy...","在废坑里有没有捡到什么好东西？\n我可以出高价收购哦。","",
1002,"Hmm, that silver armor... I think\nI might have seen it before.","啊呀，那副银铠……\n我好像在哪里见过。","",
1003,"But nothing like that's ever been\nstolen from here, so I'm not sure\nwhen or where I would've...","我这里遭窃的铠甲，\n没有那么闪亮的……","",
1005,"...Maybe I'm just a bit touched\nin the head...","啊……是我多心了吗？","",
1009,"Here's what I have\nto offer.","目前这里有的，\n大致就是这些。","",
1010,"Sapphire Ring","蓝宝石戒指","",
1011,"Wing","回归之翼","",
1012,"Mirror","魔 法 镜","",
1013,"Cancel","什么都不买","",
1015,"Wouldn't this sapphire be\ngreat to give your girlfriend?\nI bet she'd be thrilled!","把这个蓝宝石\n送给女朋友怎么样？\n她一定会很开心的哦。","",
1017,"Wouldn't this sapphire be great\nto give your girlfriend? If you\nbuy it now, I'll cut you a deal.","把这个蓝宝石\n送给女朋友怎么样？\n现在买我可以算你便宜点。","",
1018,"Oh-ho-ho... You're a clever one!","呵呵呵，你真精明。","",
1020,"That'll be#02\n1000 Gold.","#021000>4Gold#00>4啦。","",
1021,"Buy","买","",
1022,"Cancel","不买","",
1024,"How does#02 900\nGold#00 sound?","#02900>4Gold#00>4怎么样？","",
1028,"Oh-ho-ho, thank you...","呵呵呵，谢谢惠顾。","",
1029,"You don't have enough. Sorry,\nbut I've a business to run.","你的钱不够哦。\n抱歉，一分钱都不能少。\n毕竟这是在做生意。","",
1036,"You won't buy it?","不买吗？","",
1037,"...Are you daft?!","……你是来耍我的吗？","",
1038,"...","………","",
1039,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!","……呵呵，我真是输给你了。","",
1040,"You see, in business, there's cost,\nand then there's market price...","每样东西都是有它的市场行情的。","",
1042,"This is a strange one. If you use\nit, it'll warp you back to town\nfrom anywhere in the land.","这是件很神奇的物品哦，\n无论身在何处，都能瞬间把你带回到这城镇。","",
1044,"This is a strange one. If you use\nit, it'll warp you back to town\nfrom anywhere. And it's on sale!","这是件很神奇的物品哦，\n无论身在何处，都能瞬间把你带回到这城镇。\n怎么样？我可以算你便宜点的哦。","",
1045,"Oh-ho-ho... You're a clever one!","呵呵呵，你真精明。","",
1047,"That'll be#02\n200 Gold.","#02200>4Gold#00>4啦。","",
1048,"Buy","买","",
1049,"Cancel","不买","",
1051,"That'll be#02\n180 Gold.","#02180>4Gold#00>4怎么样？","",
1054,"You've already got one! And my\ngoods are meant only for those\nwho truly need them...","之前卖给你的那个\n好像还可以用哦。","",
1061,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!","……呵呵，我真是输给你了。","",
1063,"This mirror has the power to freeze\nmonsters in time, but it's delicate.\nUse it too often, and it'll shatter.","这面镜子有停止魔物动作的力量。\n一定要爱惜使用。\n因为它用过几次之后就会坏掉。","",
1065,"This mirror has the power to freeze\nmonsters in time, but it shatters\nwith overuse. It is on sale, though!","这面镜子有停止魔物动作的力量。\n它用过几次之后就会坏掉，所以要爱惜使用。\n怎么样？我可以算你便宜点的哦。","",
1066,"Oh-ho-ho... You're a clever one!","呵呵呵，你真精明。","",
1068,"That'll be#02\n500 Gold.","#02500>4Gold#00>4啦。","",
1069,"Buy","买","",
1070,"Cancel","不买","",
1072,"That'll be#02\n450 Gold.","#02450>4Gold#00>4怎么样？","",
1081,"Oh-ho, I see how it is, then.\nYou negotiate well, my friend!","……呵呵，我真是输给你了。","",
1096,"What do you wish\nto sell me?","你想卖什么啊？","",
1097,"Ruby","红宝石","",
1098,"Necklace","项链","",
1099,"Golden Vase","黄金台座","",
1100,"Don't sell anything","什么都不卖","",
1102,"This is a beautiful ruby. It's very\nlarge, and quite rich in color.","这颗红宝石可真漂亮啊。\n这么大颗，上面的装饰也很美。","",
1104,"This is a beautiful ruby. It's very\nlarge, and quite rich in color.\nI'll pay you a handsome sum for it!","这颗红宝石可真漂亮啊。\n这么大颗，上面的装饰也很美。\n我可以破例给你出个高价收购。","",
1105,"Oh-ho-ho, you have an eye\nfor value, I see!","呵呵呵，看来你是个懂行的人。","",
1107,"I'll give you#02\n1200 Gold#00 for it.","#02我出1200>4Gold#00>4买怎么样？","",
1108,"Sell","卖","",
1109,"Don't sell","不卖","",
1111,"I'll buy it\nfor#02 1320 Gold.","#02我出1320>4Gold#00>4买了。","",
1113,"Oh-ho... Thank you.","呵呵……谢谢啦。","",
1120,"You won't sell it?","不卖吗？","",
1121,"...Are you daft?!","……你是来这里耍我的吗？","",
1122,"...","………","",
1123,"Hoo, you drive a hard bargain,\ngood sir!","……呵呵，你很会做生意嘛。","",
1124,"I can't give you a better deal\nthan this. Take it or leave it!","你再怎么软磨硬泡，\n我都不可能出更高的价了。","",
1126,"This is a not a high-end necklace.\nIts jewels are tiny, and there are\na great many nicks and cuts.","这么破旧的项链。\n宝石颗粒又小，磨损又严重。","",
1128,"This is a not a high-end necklace.\nIt's cheap, and damaged to boot!\nStill, not saying I won't buy it...","这么破旧的项链。\n宝石颗粒又小，磨损又严重。\n不过，我可以破例给你出个高价收购。","",
1129,"Oh-ho-ho, you have an eye\nfor value, I see!","呵呵呵，看来你是个懂行的人。","",
1131,"I'll buy it\nfor#02 500 Gold.","#02你觉得500>4Gold#00>4可以的话，\n我就买了。","",
1132,"Sell","卖","",
1133,"Don't sell","不卖","",
1135,"I'll buy it\nfor#02 550 Gold.","#02550>4Gold#00>4可以的话，\n我就买下来了。","",
